# Arduino DAQ Data,
# Date: 2026-01-23 16:15:28,
# Device: Arduino Uno,
# Port: /dev/cu.usbmodem1101,
# Baud Rate: 115200,
# Requested Sample Rate: 500.0 Hz,
# Effective Sample Rate: 500.00 Hz,
# Duration: 30.0 s,
# Number of Samples: 786,
# ADC Reference Voltage: 5.0 V,
# ADC Max Value: 1023,
# Channels: ch0_V,
#,
time_s,ch0_V
0.78,3.465298143
0.782,3.455522972
0.784,3.455522972
0.786,3.470185728
0.788,3.465298143
0.79,3.455522972
0.792,3.450635386
0.794,3.465298143
0.796,3.465298143
0.798,3.455522972
0.8,3.450635386
0.802,3.465298143
0.804,3.465298143
0.806,3.455522972
0.808,3.450635386
0.810004,3.465298143
0.812,3.465298143
0.814,3.455522972
0.816,3.450635386
0.818,3.460410557
0.82,3.470185728
0.822,3.460410557
0.824,3.455522972
0.826,3.455522972
0.828,3.470185728
0.83,3.465298143
0.832,3.455522972
0.834,3.455522972
0.836,3.470185728
0.838,3.460410557
0.84,3.455522972
0.842,3.450635386
0.844,3.465298143
0.846,3.465298143
0.848,3.455522972
0.850004,3.450635386
0.852,3.465298143
0.854,3.465298143
0.856,3.455522972
0.858,3.455522972
0.86,3.465298143
0.862,3.470185728
0.864,3.455522972
0.866,3.450635386
0.868,3.460410557
0.87,3.470185728
0.872,3.460410557
0.874,3.450635386
0.876,3.455522972
0.878,3.465298143
0.88,3.460410557
0.882004,3.455522972
0.884,3.455522972
0.886,3.470185728
0.888,3.460410557
0.89,3.450635386
0.892,3.450635386
0.894,3.470185728
0.896,3.470185728
0.898,3.455522972
0.9,3.450635386
0.902,3.460410557
0.904,3.465298143
0.906004,3.455522972
0.908,3.450635386
0.91,3.460410557
0.912,3.470185728
0.914,3.455522972
0.916,3.450635386
0.918,3.455522972
0.92,3.470185728
0.922004,3.460410557
0.924,3.450635386
0.926,3.455522972
0.928,3.470185728
0.93,3.460410557
0.932,3.455522972
0.934,3.455522972
0.936,3.470185728
0.938004,3.465298143
0.94,3.450635386
0.942,3.450635386
0.944,3.470185728
0.946,3.465298143
0.948,3.455522972
0.95,3.450635386
0.952,3.465298143
0.954,3.460410557
0.956,3.455522972
0.958,3.450635386
0.96,3.465298143
0.962,3.470185728
0.964,3.455522972
0.966,3.445747801
0.968004,3.455522972
0.97,3.470185728
0.972,3.460410557
0.974,3.450635386
0.976,3.455522972
0.978,3.465298143
0.98,3.460410557
0.982,3.455522972
0.984004,3.455522972
0.986,3.470185728
0.988,3.465298143
0.99,3.455522972
0.992,3.450635386
0.994004,3.465298143
0.996,3.465298143
0.998,3.460410557
1,3.455522972
1.002004,3.465298143
1.004,3.465298143
1.006,3.455522972
1.008,3.450635386
1.01,3.460410557
1.012004,3.470185728
1.014004,3.455522972
1.016,3.450635386
1.018,3.455522972
1.02,3.465298143
1.022,3.460410557
1.024,3.450635386
1.026004,3.455522972
1.028,3.470185728
1.03,3.460410557
1.032,3.455522972
1.034,3.450635386
1.036,3.470185728
1.038,3.460410557
1.04,3.450635386
1.042,3.450635386
1.044,3.465298143
1.046,3.465298143
1.048,3.455522972
1.050004,3.450635386
1.052,3.465298143
1.054004,3.465298143
1.056,3.450635386
1.058,3.450635386
1.06,3.460410557
1.062,3.470185728
1.064,3.460410557
1.066004,3.450635386
1.068,3.455522972
1.07,3.465298143
1.072,3.460410557
1.074004,3.450635386
1.076,3.460410557
1.078004,3.470185728
1.08,3.460410557
1.082,3.450635386
1.084,3.455522972
1.086,3.470185728
1.088,3.460410557
1.090004,3.450635386
1.092004,3.450635386
1.094,3.465298143
1.096,3.465298143
1.098,3.455522972
1.1,3.450635386
1.102,3.465298143
1.104,3.465298143
1.106,3.455522972
1.108,3.450635386
1.11,3.460410557
1.112,3.465298143
1.114,3.455522972
1.116,3.450635386
1.118,3.455522972
1.12,3.465298143
1.122004,3.460410557
1.124,3.450635386
1.126,3.455522972
1.128,3.465298143
1.130004,3.460410557
1.132,3.450635386
1.134,3.450635386
1.136004,3.470185728
1.138004,3.465298143
1.14,3.455522972
1.142,3.455522972
1.144,3.465298143
1.146,3.460410557
1.148,3.455522972
1.15,3.450635386
1.152,3.465298143
1.154,3.465298143
1.156,3.455522972
1.158,3.445747801
1.16,3.460410557
1.162,3.470185728
1.164,3.460410557
1.166,3.450635386
1.168,3.460410557
1.17,3.465298143
1.172,3.455522972
1.174,3.450635386
1.176,3.460410557
1.178,3.470185728
1.18,3.460410557
1.182,3.450635386
1.184,3.450635386
1.186,3.465298143
1.188,3.460410557
1.19,3.450635386
1.192,3.450635386
1.194,3.465298143
1.196,3.460410557
1.198,3.455522972
1.2,3.455522972
1.202,3.465298143
1.204,3.465298143
1.206,3.455522972
1.208,3.450635386
1.21,3.460410557
1.212,3.470185728
1.214,3.460410557
1.216,3.450635386
1.218004,3.455522972
1.22,3.470185728
1.222,3.455522972
1.224,3.455522972
1.226,3.460410557
1.228,3.470185728
1.23,3.460410557
1.232,3.450635386
1.234,3.450635386
1.236,3.465298143
1.238,3.465298143
1.240004,3.455522972
1.242,3.450635386
1.244,3.465298143
1.246,3.460410557
1.248,3.455522972
1.25,3.450635386
1.252,3.470185728
1.254,3.465298143
1.256,3.455522972
1.258004,3.445747801
1.26,3.460410557
1.262,3.470185728
1.264,3.455522972
1.266,3.450635386
1.268,3.460410557
1.27,3.465298143
1.272,3.455522972
1.274004,3.450635386
1.276,3.455522972
1.278,3.470185728
1.28,3.460410557
1.282,3.450635386
1.284,3.450635386
1.286,3.470185728
1.288004,3.465298143
1.290004,3.455522972
1.292,3.450635386
1.294,3.465298143
1.296,3.460410557
1.298,3.455522972
1.3,3.450635386
1.302,3.465298143
1.304,3.465298143
1.306,3.455522972
1.308,3.450635386
1.31,3.460410557
1.312,3.465298143
1.314,3.460410557
1.316,3.450635386
1.318,3.460410557
1.32,3.465298143
1.322004,3.455522972
1.324,3.450635386
1.326,3.455522972
1.328,3.470185728
1.33,3.460410557
1.332,3.450635386
1.334004,3.455522972
1.336,3.470185728
1.338,3.460410557
1.34,3.455522972
1.342,3.455522972
1.344,3.465298143
1.346,3.460410557
1.348,3.450635386
1.35,3.450635386
1.352,3.465298143
1.354,3.465298143
1.356,3.455522972
1.358,3.445747801
1.36,3.460410557
1.362004,3.465298143
1.364,3.460410557
1.366,3.450635386
1.368004,3.460410557
1.37,3.465298143
1.372,3.455522972
1.374,3.450635386
1.376,3.455522972
1.378004,3.470185728
1.38,3.460410557
1.382,3.450635386
1.384,3.450635386
1.386,3.465298143
1.388,3.460410557
1.39,3.455522972
1.392,3.450635386
1.394,3.465298143
1.396,3.460410557
1.398,3.450635386
1.400004,3.450635386
1.402,3.465298143
1.404,3.465298143
1.406,3.455522972
1.408,3.450635386
1.41,3.460410557
1.412004,3.465298143
1.414004,3.455522972
1.416004,3.450635386
1.418,3.460410557
1.42,3.470185728
1.422,3.455522972
1.424,3.445747801
1.426,3.455522972
1.428,3.465298143
1.43,3.460410557
1.432,3.450635386
1.434004,3.450635386
1.436,3.465298143
1.438,3.460410557
1.44,3.450635386
1.442004,3.450635386
1.444,3.465298143
1.446,3.465298143
1.448,3.450635386
1.450004,3.450635386
1.452,3.465298143
1.454,3.465298143
1.456,3.455522972
1.458,3.450635386
1.46,3.460410557
1.462004,3.460410557
1.464,3.460410557
1.466,3.450635386
1.468,3.460410557
1.47,3.465298143
1.472,3.455522972
1.474,3.450635386
1.476,3.455522972
1.478,3.470185728
1.480004,3.460410557
1.482,3.450635386
1.484,3.455522972
1.486,3.465298143
1.488,3.460410557
1.490004,3.455522972
1.492,3.455522972
1.494004,3.470185728
1.496004,3.465298143
1.498,3.450635386
1.5,3.450635386
1.502,3.465298143
1.504,3.465298143
1.506004,3.450635386
1.508,3.445747801
1.51,3.460410557
1.512,3.465298143
1.514004,3.450635386
1.516,3.450635386
1.518,3.460410557
1.52,3.465298143
1.522,3.455522972
1.524,3.445747801
1.526004,3.455522972
1.528,3.465298143
1.53,3.460410557
1.532,3.450635386
1.534004,3.455522972
1.536,3.465298143
1.538,3.460410557
1.540004,3.450635386
1.542,3.450635386
1.544,3.465298143
1.546,3.460410557
1.548,3.450635386
1.55,3.445747801
1.552,3.465298143
1.554,3.460410557
1.556,3.455522972
1.558,3.450635386
1.56,3.460410557
1.562,3.460410557
1.564,3.455522972
1.566,3.450635386
1.568,3.460410557
1.57,3.465298143
